Mod:Item:MetaData, Localized Name
dreamcraft:item.DiamondFluidCoreChip, Fluid Circuit Tier I
dreamcraft:item.HeavyDutyNoseConeTier3, Heavy Duty Nose Cone Tier 3
dreamcraft:item.CoinChemistIII, Coin "The Chemist 1000"
dreamcraft:item.HeavyDutyNoseConeTier4, Heavy Duty Nose Cone Tier 4
dreamcraft:item.MalformedSlush, Malformed Slush
dreamcraft:item.RuneOfAgilityFragment, Rune of Agility Fragment
dreamcraft:item.ShapeSwordBlade, Casting Form (Sword Blade Shape)
dreamcraft:item.CoinSurvivorIV, Coin "The Survivor 10K"
dreamcraft:item.MytrylDensePlate, Dense Mytryl Plate
dreamcraft:item.AdsorptionFilter, Adsorption filter
dreamcraft:item.CoinSpaceII, Coin "The Space Invaders 100"
dreamcraft:item.PhobosStoneDust, Phobos Stone Dust
dreamcraft:item.CoinSurvivorII, Coin "The Survivor 100"
dreamcraft:item.TitanStoneDust, Titan Stone Dust
dreamcraft:item.EdibleSalt, Edible Salt
dreamcraft:item.ElectrotineWire, Electrotine Wire
dreamcraft:item.EuropaIceDust, Europa Ice Dust
dreamcraft:item.MedalBuilder, Medal - Excellent Builder
dreamcraft:item.BlackPlutoniumPlate, Black Plutonium Plate
dreamcraft:item.HeavyDutyAlloyIngotT4, Heavy Duty Alloy Ingot T4
dreamcraft:item.SawBladePeridot, Peridot Saw Blade
dreamcraft:item.ShapePlate, Casting Form (Plate Shape)
dreamcraft:item.HeavyDutyAlloyIngotT6, Heavy Duty Alloy Ingot T6
dreamcraft:item.HeavyDutyAlloyIngotT5, Heavy Duty Alloy Ingot T5
dreamcraft:item.HeavyDutyAlloyIngotT8, Heavy Duty Alloy Ingot T8
dreamcraft:item.HeavyDutyAlloyIngotT7, Heavy Duty Alloy Ingot T7
dreamcraft:item.Nothing, You got nothing
dreamcraft:item.HeavyDutyAlloyIngotT9, Heavy Duty Alloy Ingot T9
dreamcraft:item.MoldFormBoots, Mold Form Boots
dreamcraft:item.NeutroniumItemCasing, Neutronium Item Casing
dreamcraft:item.CentauriASurfaceDust, α Centauri Bb Surface Dust
dreamcraft:item.SixtyKCell, 60K Cell
dreamcraft:item.BarnardaEStoneDust, Barnarda E Stone Dust
dreamcraft:item.BioChunk, Bio Chunk
dreamcraft:item.MytrylDust, Mytryl Dust
dreamcraft:item.VenusStoneDust, Venus Stone Dust
dreamcraft:item.SchematicsTier2, Schematics Rocket Tier 2 Chip
dreamcraft:item.SchematicsTier3, Schematics Rocket Tier 3 Chip
dreamcraft:item.SchematicsTier1, Schematics Rocket Tier 1 Chip
dreamcraft:item.SchematicsTier6, Schematics Rocket Tier 6 Chip
dreamcraft:item.AlumiteDust, Alumite Dust
dreamcraft:item.SchematicsTier7, Schematics Rocket Tier 7 Chip
dreamcraft:item.CarminiteFragment, Carminite Fragment
dreamcraft:item.SchematicsTier4, Schematics Rocket Tier 4 Chip
dreamcraft:item.SchematicsTier5, Schematics Rocket Tier 5 Chip
dreamcraft:item.SchematicsTier8, Schematics Rocket Tier 8 Chip
dreamcraft:item.LongObsidianRod, Long Obsidian Rod
dreamcraft:item.Blaster, Raw Blaster
dreamcraft:item.CoinSmithI, Coin "Blacksmith 10"
dreamcraft:item.UncookedSlush, Uncooked Slush
dreamcraft:item.CoinWitchII, Coin "Spirit 100"
dreamcraft:item.EngravedEnergyChip, Engraved Energy Chip
dreamcraft:item.MeteoricIronDualCompressedPlates, Compressed Dual Meteoric Iron Plates
dreamcraft:item.ReinforcedGlassPlate, Reinforced Glass Plate
dreamcraft:item.MysteriousCrystalPlate, Mysterious Crystal Plate
dreamcraft:item.NeutroniumIronPlate, Neutronium-Iron Plate
dreamcraft:item.EmeraldAdvancedFluidCoreChip, Fluid Circuit Tier II
dreamcraft:item.EngineCore, Engine Core
dreamcraft:item.DraconiumEgg, Enriched Draconium Egg
dreamcraft:item.CoinWitchIV, Coin "Spirit 10K"
dreamcraft:item.QuantinumCompressedPlate, Compressed Quantium Plate
dreamcraft:item.StargateShieldingFoil, Stargate-Radiation-Containment-Plate
dreamcraft:item.VoidFoil, Void Foil
dreamcraft:item.MoldFormBottle, Casting Form (Bottle Mold)
dreamcraft:item.ThirtyKCell, 30K Cell
dreamcraft:item.TheBigEgg, The Big Egg
dreamcraft:item.VinteumThread, Vinteum Thread
dreamcraft:item.MoldFormHelmet, Mold Form Helmet
dreamcraft:item.WetTofu, Wet Tofu
dreamcraft:item.CallistoIceColdIngot, Callisto Cold Ice Ingot
dreamcraft:item.ShapeBoat, Casting Form (Boat Shape)
dreamcraft:item.MoldLeggings, Mold (Leggings)
dreamcraft:item.CallistoIceDust, Callisto Ice Dust
dreamcraft:item.CoinSmithIII, Coin "Blacksmith 1000"
dreamcraft:item.LogicProcessorItemGoldCore, Item Processor Tier I
dreamcraft:item.CallistoIcePlate, Callisto Cold Ice Plate
dreamcraft:item.ReinforcedGlassLense, Reinforced Glass Lens
dreamcraft:item.ShapeCasing, Casting Form (Casing Shape)
dreamcraft:item.BlankPlatedChip, Blank Plated Chip
dreamcraft:item.ElectricBoatHull, Electric Boat Hull
dreamcraft:item.ShapeHugePipe, Casting Form (Huge Pipe Shape)
dreamcraft:item.ShapeRod, Casting Form (Rod Shape)
dreamcraft:item.MedalGTExplosion, Medal - Official GT Player
dreamcraft:item.LaserEmitter, Laser Emitter
dreamcraft:item.TwilightCrystal, Quick and Dirty Portal Generator
dreamcraft:item.DeshDualCompressedPlates, Compressed Dual Desh Plates
dreamcraft:item.ReinforcedNeutroniumIronPlate, Reinforced Neutronium-Iron Plate
dreamcraft:item.CeresStoneDust, Ceres Stone Dust
dreamcraft:item.SawBladeSapphire, Sapphire Saw Blade
dreamcraft:item.WoodenCasing, Wooden Casing
dreamcraft:item.Empty540SpCell, 540K Space Cell
dreamcraft:item.RuneOfVoidFragment, Rune of Void Fragment
dreamcraft:item.CarbonPartBoots, Carbon Parts "Boots"
dreamcraft:item.MoldFormBaguette, Casting Form (Baguette Mold)
dreamcraft:item.LichBoneChip, Lich Bone Chip
dreamcraft:item.EnceladusIceDust, Enceladus Slush Dust
dreamcraft:item.MytrylCompressedPlate, Compressed Mytryl Plate
dreamcraft:item.ShapeWire, Casting Form (Wire Shape)
dreamcraft:item.MercuryCoreDust, Mercury Core Dust
dreamcraft:item.LightBinding, Light Binding
dreamcraft:item.SawBladeManyullyn, Manyullyn Saw Blade
dreamcraft:item.EngravedGoldChip, Engraved Gold Chip
dreamcraft:item.SawBladeDiamond, Diamond Saw Blade
dreamcraft:item.CoinBlankIV, Coin "Blank 10K"
dreamcraft:item.CoinSpaceIII, Coin "The Space Invaders 1000"
dreamcraft:item.EtchedLudicrousVoltageWiring, Etched Ludicrous Voltage Wiring
dreamcraft:item.ShapeTinyPipe, Casting Form (Tiny Pipe Shape)
dreamcraft:item.NeutronReflectorSmallParts, Small Neutron Reflector Parts
dreamcraft:item.CoinChemistI, Coin "The Chemist 10"
dreamcraft:item.TeleposerFrame, Teleposer Frame
dreamcraft:item.ShapeHammerHead, Casting Form (Hammer Head Shape)
dreamcraft:item.ManyullynPlate, Manyullyn Plate
dreamcraft:item.GoldCoreChip, Item Circuit Tier I
dreamcraft:item.CoinBlankII, Coin "Blank 100"
dreamcraft:item.DiamondDrillTip, Diamond Drill Tip
dreamcraft:item.MoldFormPipeMedium, Casting Form (Normal Pipe Mold)
dreamcraft:item.TranscendentOrb, Transcendent Orb
dreamcraft:item.Empty1080SpCell, 1080K Space Cell
dreamcraft:item.SawBladeArdite, Ardite Saw Blade
dreamcraft:item.CarbonPartChestplate, Carbon Parts "Chestplate"
dreamcraft:item.ElectricalSteelBars, Electrical Steel Bars
dreamcraft:item.ReinforcedNaquadriaIronPlate, Reinforced Naquadria-Iron Plate
dreamcraft:item.UnfiredClayBrick, Unfired Clay Brick
dreamcraft:item.EnrichedNaquadriaNeutroniumSunnariumAlloy, Enriched Naquadria Neutronium Sunnarium Alloy
dreamcraft:item.MicaBasedPulp, Mica Based Pulp
dreamcraft:item.DeimosStoneDust, Deimos Stone Dust
dreamcraft:item.CallistoIceCompressedPlate, Compressed Callisto Ice Plate
dreamcraft:item.CoinBloodI, Coin "The Vampire 10"
dreamcraft:item.LichBoneFragment, Lich Bone Fragment
dreamcraft:item.ShapeNormalPipe, Casting Form (Normal pipe Shape)
dreamcraft:item.RuneOfMagicFragment, Rune of Magic Fragment
dreamcraft:item.SandStoneRod, Sandstone Rod
dreamcraft:item.GeneticCircuit, Genetic Circuit
dreamcraft:item.MoldFormCoinage, Casting Form (Coinage Mold)
dreamcraft:item.MysteriousCrystalLens, Quite Certain Crystal Lens
dreamcraft:item.RawLapotronCrystal, Raw Lapotron Crystal
dreamcraft:item.CoinWitchIII, Coin "Spirit 1000"
dreamcraft:item.MoldChestplate, Mold (Chestplate)
dreamcraft:item.CoinBlankI, Coin "Blank 10"
dreamcraft:item.ShapeFileHead, Casting Form (File Head Shape)
dreamcraft:item.MoldFormTurbineBlade, Casting Form (Turbine Blade Mold)
dreamcraft:item.SteelBars, Steel Bars
dreamcraft:item.MoldFormPipeTiny, Casting Form (Tiny Pipe Mold)
dreamcraft:item.CoinDarkWizard, Coin "The Dark Wizard 1"
dreamcraft:item.SnowQueenBloodDrop, Snow Queen Blood Drop
dreamcraft:item.PistonPlate, Piston Plate
dreamcraft:item.ChargedVoidWandCap, Charged Void  Cap
dreamcraft:item.Display, Display
dreamcraft:item.TinDualCompressedPlates, Compressed Dual Tin Plates
dreamcraft:item.MedalEngineer, Medal - Engineer Supreme
dreamcraft:item.CoinTechnicianIV, Coin "The Technician 10K"
dreamcraft:item.SimpleCircuitBoard, Simple Circuit Board
dreamcraft:item.RawNeutronium, Raw Neutronium Dust
dreamcraft:item.CoinAdventureI, Coin "The Explorer 10"
dreamcraft:item.RuneOfVigorFragment, Rune of Vigor Fragment
dreamcraft:item.RuneOfDefenseFragment, Rune of Defense Fragment
dreamcraft:item.VegaBStoneDust, Vega B Stone Dust
dreamcraft:item.MoldFormAnvil, Casting Form (Anvil Mold)
dreamcraft:item.WandCapBloodIron, Blood Iron Wand Cap
dreamcraft:item.VoidPlate, Void Plate
dreamcraft:item.LightShaft, Light Shaft
dreamcraft:item.ShapeBottle, Casting Form (Bottle Shape)
dreamcraft:item.ShapeSmallGear, Casting Form (Small Gear Shape)
dreamcraft:item.MoldHelmet, Mold (Helmet)
dreamcraft:item.CoinBeesIII, Coin "The Beekeeper 1000"
dreamcraft:item.ChromeIronPlate, Chrome-Iron Plate
dreamcraft:item.QuantumCircuit, Quantum Circuit
dreamcraft:item.CoinAdventure, Coin "The Explorer 1"
dreamcraft:item.Marshmallow, Semi-stable Marshmallow
dreamcraft:item.MoldFormRound, Casting Form(Round Mold)
dreamcraft:item.CoinBeesIV, Coin "The Beekeeper 10K"
dreamcraft:item.MoldFormChestplate, Mold Form Chestplate
dreamcraft:item.QuantumBoard, Empty Quantum Processor Board
dreamcraft:item.AsteroidsStoneDust, Asteroid Stone Dust
dreamcraft:item.CoinTechnician, Coin "The Technician 1"
dreamcraft:item.MoldFormBread, Casting Form (Bread Mold)
dreamcraft:item.VibrantAlloyBars, Vibrant Alloy Bars
dreamcraft:item.EnceladusStoneDust, Enceladus Stone Dust
dreamcraft:item.TungstenSteelItemCasing, Tungsten Steel Item Casing
dreamcraft:item.BedrockiumPlate, Bedrockium Plate
dreamcraft:item.CoinBeesII, Coin "The Beekeeper 100"
dreamcraft:item.InfernalBrick, Infernal Brick
dreamcraft:item.CoinTechnicianII, Coin "The Technician 100"
dreamcraft:item.BioOrganicMesh, Bio Organic Mesh
dreamcraft:item.MakeMakeStoneDust, MakeMake Stone Dust
dreamcraft:item.SnowQueenBlood, Snow Queen Blood
dreamcraft:item.TCetiEStoneDust, Tceti E Stone Dust
dreamcraft:item.MarsStoneDust, Mars Stone Dust
dreamcraft:item.MirandaStoneDust, Miranda Stone Dust
dreamcraft:item.MoldFormBlock, Casting Form (Block Mold)
dreamcraft:item.QuantumPartBoots, Quantum Parts "Boots"
dreamcraft:item.ShapeSawBlade, Casting Form (Saw Blade Shape)
dreamcraft:item.MoldFormPipeHuge, Casting Form (Huge Pipe Mold)
dreamcraft:item.MoldFormCylinder, Casting Form (Cylinder Mold)
dreamcraft:item.EnvironmentalCircuit, Environmental Circuit
dreamcraft:item.EngravedQuantumChip, Engraved Quantum Chip
dreamcraft:item.MoldFormRotor, Casting Form (Rotor Mold)
dreamcraft:item.ShadowImbuedClothCap, Shadow-Imbued Cloth Cap
dreamcraft:item.CoinWitchI, Coin "Spirit 10"
dreamcraft:item.ChargedMechanistWandCap, Charged Mechanist Cap
dreamcraft:item.CoinDarkWizardIV, Coin "The Dark Wizard 10K"
dreamcraft:item.EnderiumBaseBars, Enderium Base Bars
dreamcraft:item.EngineeringProcessorItemDiamondCore, Item Processor Tier II
dreamcraft:item.LightPickaxeHead, Light Pickaxe Head
dreamcraft:item.CoinDarkWizardII, Coin "The Dark Wizard 100"
dreamcraft:item.IridiumItemCasing, Iridium Item Casing
dreamcraft:item.LapotronDust, Lapotron Dust
dreamcraft:item.IrradiantReinforcedNaquadriaPlate, Irradiant Reinforced Naquadria Plate
dreamcraft:item.TenKCell, 10K Cell
dreamcraft:item.IrradiantReinforcedChromePlate, Irradiant Reinforced Chrome Plate
dreamcraft:item.NanoRubberBoots, Nano Rubber Boots
dreamcraft:item.LightAxeHead, Light Axe Head
dreamcraft:item.StargateFramePart, Stargate Frame Part
dreamcraft:item.ChargedSilverWandCap, Charged Silver Cap
dreamcraft:item.PulsatingIronBars, Pulsating Iron Bars
dreamcraft:item.PotassiumHydroxideDust, Potassium Hydroxide Dust
dreamcraft:item.RawOrbTier4, Raw Orb Tier IV
dreamcraft:item.RawOrbTier3, Raw Orb Tier III
dreamcraft:item.RawOrbTier2, Raw Orb Tier II
dreamcraft:item.RawOrbTier1, Raw Orb Tier I
dreamcraft:item.ReinforcedTungstenIronPlate, Reinforced Tungsten-Iron Plate
dreamcraft:item.RawOrbTier6, Raw Orb Tier VI
dreamcraft:item.RawOrbTier5, Raw Orb Tier V
dreamcraft:item.IrradiantReinforcedAluminiumPlate, Irradiant Reinforced Aluminium Plate
dreamcraft:item.ReinforcedAluminiumIronPlate, Reinforced Aluminium-Iron Plate
dreamcraft:item.NanoCrystal, Nano Crystal
dreamcraft:item.TitaniumBars, Titanium Bars
dreamcraft:item.AdvancedProcessorBoard, Advanced Processor Board
dreamcraft:item.ShapeSmallPipe, Casting Form (Small Pipe Shape)
dreamcraft:item.IchoriumCap, Ichorium Cap
dreamcraft:item.IrradiantReinforcedTitaniumPlate, Irradiant Reinforced Titanium Plate
dreamcraft:item.MytrylDualCompressedPlates, Compressed Dual Mytryl Plates
dreamcraft:item.CallistoStoneDust, Callisto Stone Dust
dreamcraft:item.TitaniumItemCasing, Titanium Item Casing
dreamcraft:item.Empty180SpCell, 180K Space Cell
dreamcraft:item.EtchedLowVoltageWiring, Etched Low Voltage Wiring
dreamcraft:item.GoldWandCap, Gold Wand Cap
dreamcraft:item.CoinChunkloaderTierV, Chunkloader Coin Tier V
dreamcraft:item.MercuryStoneDust, Mercury Stone Dust
dreamcraft:item.NeutroniumBars, Neutronium Bars
dreamcraft:item.CarbonPartHelmet, Carbon Parts "Helmet"
dreamcraft:item.MicaInsulatorFoil, Mica Insulator Foil
dreamcraft:item.MoldFormBolt, Casting Form(Bolt Mold)
dreamcraft:item.MoldFormStickLong, Casting Form(Long Stick Mold)
dreamcraft:item.CarbonPartHelmetNightVision, Carbon Parts "Helmet Night Vision"
dreamcraft:item.IrradiantReinforcedTungstenSteelPlate, Irradiant Reinforced Tungsten Steel Plate
dreamcraft:item.MytrylHotIngot, Hot Mytryl Ingot
dreamcraft:item.LeadNickelPlate, Compressed Lead-Nickel Plate
dreamcraft:item.WandCapThauminite, Thauminite Cap
dreamcraft:item.BowStringCast, Bow String Cast
dreamcraft:item.CoinDarkWizardIII, Coin "The Dark Wizard 1000"
dreamcraft:item.EnrichedXSunnariumAlloy, Enriched X Sunnarium Alloy
dreamcraft:item.NanoScubaHelmet, Nano Scuba Helmet
dreamcraft:item.HeavyDutyRocketFinsTier3, Heavy Duty Rocket Fins Tier 3
dreamcraft:item.HeavyDutyRocketFinsTier4, Heavy Duty Rocket Fins Tier 4
dreamcraft:item.MoldFormName, Casting Form (Name Mold)
dreamcraft:item.OberonStoneDust, Oberon Stone Dust
dreamcraft:item.MytrylCrystal, Mytryl Crystal
dreamcraft:item.PrimordialPearlFragment, Inert Pearl Fragment
dreamcraft:item.MutatedEgg, Mutated Egg
dreamcraft:item.CoinChunkloaderTierI, Chunkloader Coin Tier I
dreamcraft:item.ExtruderShapeBoat, Extruder Shape (Boat)
dreamcraft:item.EnderEgg, Ender Egg
dreamcraft:item.ShapeRotor, Casting Form (Rotor Shape)
dreamcraft:item.CallistoIceDensePlate, Dense Callisto Cold Ice Plate
dreamcraft:item.CoinCookI, Coin "The Cook 10"
dreamcraft:item.EngravedDiamondCrystalChip, Engraved Diamond Crystal Chip
dreamcraft:item.ArcaneSlate, Arcane Slate
dreamcraft:item.CoinBlood, Coin "The Vampire 1"
dreamcraft:item.ShapePickaxeHead, Casting Form (Pickaxe Head Shape)
dreamcraft:item.CoinForestryIV, Coin "The Forest Ranger 10K"
dreamcraft:item.BlackPlutoniumDensePlate, Dense Black Plutonium Plate
dreamcraft:item.PulsatingSpatialCoreChip, Spatial Circuit Tier I
dreamcraft:item.LightSwordBlade, Light Sword Blade
dreamcraft:item.WandCapAlchemical, Alchemical Wand Cap
dreamcraft:item.CoinCookIV, Coin "The Cook 10K"
dreamcraft:item.AluminiumIronPlate, Aluminium-Iron Plate
dreamcraft:item.QuantinumHotIngot, Hot Quantium Ingot
dreamcraft:item.WaferTier3, Wafer Tier 3
dreamcraft:item.UnfiredSearedBrick, Unfired Seared Brick
dreamcraft:item.EngravedManyullynCrystalChip, Engraved Manyullyn Crystal Chip
dreamcraft:item.PicoWafer, Pico Wafer
dreamcraft:item.MoldFormScrew, Casting Form(Screw Mold)
dreamcraft:item.ChromeItemCasing, Chrome Item Casing
dreamcraft:item.SchematicsMoonBuggy, Schematics Moon Buggy Chip
dreamcraft:item.ReinforcedTungstenSteelIronPlate, Reinforced Tungsten-Steel-Iron Plate
dreamcraft:item.SoulariumBars, Soularium Bars
dreamcraft:item.MytrylIngot, Mytryl Ingot
dreamcraft:item.ReinforcedChromeIronPlate, Reinforced Chrome-Iron Plate
dreamcraft:item.AdvancedBoard, Empty Advanced Processor Board
dreamcraft:item.CoinForestryII, Coin "The Forest Ranger 100"
dreamcraft:item.QuantumPartLeggings, Quantum Parts "Leggings"
dreamcraft:item.ShapeIngot, Casting Form (Ingot Shape)
dreamcraft:item.EssentiaCircuit, Essentia Circuit
dreamcraft:item.EngineeringProcessorItemEmeraldCore, Item Processor Tier III
dreamcraft:item.Empty360SpCell, 360K Space Cell
dreamcraft:item.CoinForestryI, Coin "The Forest Ranger 10"
dreamcraft:item.NaquadriaIronPlate, Naquadria-Iron Plate
dreamcraft:item.ReinforcedBedrockiumIronPlate, Reinforced Bedrockium-Iron Plate
dreamcraft:item.CarbonPartLeggings, Carbon Parts "Leggings"
dreamcraft:item.MoldFormLeggings, Mold Form Leggings
dreamcraft:item.LedoxPlate, Ledox Plate
dreamcraft:item.QuantumProcessorBoard, Quantum Processor Board
dreamcraft:item.SawBladeStone, Stone Saw Blade
dreamcraft:item.Tier2Booster, Tier 2 Booster
dreamcraft:item.CoinBees, Coin "The Beekeeper 1"
dreamcraft:item.CoinAdventureIV, Coin "The Explorer 10K"
dreamcraft:item.CoinBlank, Coin "Blank 1"
dreamcraft:item.CoinSpace, Coin "The Space Invaders 1"
dreamcraft:item.MaceratedPlantmass, Plant mass
dreamcraft:item.Tier3Booster, Tier 3 Booster
dreamcraft:item.BowFletchingCast, Bow Fletching Cast
dreamcraft:item.NanoPlatedLeggings, Nano Plated Leggings
dreamcraft:item.CoinCookII, Coin "The Cook 100"
dreamcraft:item.EnrichedNaquadriaSunnariumAlloy, Enriched Naquadria Sunnarium Alloy
dreamcraft:item.AdsorptionFilterCasing, Adsorption filter casing
dreamcraft:item.CoinChemist, Coin "The Chemist 1"
dreamcraft:item.HaumeaStoneDust, Haumea Stone Dust
dreamcraft:item.BarnardaFStoneDust, Barnarda F Stone Dust
dreamcraft:item.MarshmallowForm, Mold (Marshmallow)
dreamcraft:item.LeadOriharukonPlate, Compressed Lead-Oriharukon Plate
dreamcraft:item.MysteriousCrystalDensePlate, Dense Mysterious Crystal Plate
dreamcraft:item.BedrockiumIronPlate, Bedrockium-Iron Plate
dreamcraft:item.ArcaneShardFragment, Arcane Shard Fragment
dreamcraft:item.CallistoIceIngot, Callisto Ice Ingot
dreamcraft:item.SilveredFleece, Silvered Fleece
dreamcraft:item.ChargedCertusQuartzDust, Charged Certus Quartz Dust
dreamcraft:item.BioBall, Bio Ball
dreamcraft:item.CoinTechnicianIII, Coin "The Technician 1000"
dreamcraft:item.WandCapManaSteel, Manasteel Cap
dreamcraft:item.CoinSurvivorI, Coin "The Survivor 10"
dreamcraft:item.VoidRod, Void Rod
dreamcraft:item.MysteriousCrystalIngot, Mysterious Crystal Ingot
dreamcraft:item.WandCapElementium, Elementium Cap
dreamcraft:item.HeavyDutyPlateTier7, Heavy Duty Plate Tier 7
dreamcraft:item.MoldFormStick, Casting Form(Stick Mold)
dreamcraft:item.HeavyDutyPlateTier8, Heavy Duty Plate Tier 8
dreamcraft:item.IrradiantReinforcedTungstenPlate, Irradiant Reinforced Tungsten Plate
dreamcraft:item.CoinBloodIII, Coin "The Vampire 1000"
dreamcraft:item.RedstoneAlloyBars, Redstone Alloy Bars
dreamcraft:item.HeavyDutyPlateTier4, Heavy Duty Plate Tier 4
dreamcraft:item.HeavyDutyPlateTier5, Heavy Duty Plate Tier 5
dreamcraft:item.ExtraLargeFuelCanister, Extra Large Fuel Canister
dreamcraft:item.HeavyDutyPlateTier6, Heavy Duty Plate Tier 6
dreamcraft:item.SawBladeRuby, Ruby Saw Blade
dreamcraft:item.LedoxDust, Ledox Dust
dreamcraft:item.MysteriousCrystal, Mysterious Crystal
dreamcraft:item.UnfiredSlimeSoulBrick, Unfired Slime Soul Brick
dreamcraft:item.EngineeringProcessorItemAdvEmeraldCore, Item Processor Tier IV
dreamcraft:item.CentauriAStoneDust, α Centauri Bb Stone Dust
dreamcraft:item.SchematicsCargoRocket, Schematics Cargo Rocket Chip
dreamcraft:item.HighEnergyFlowCircuit, High Energy Flow Circuit
dreamcraft:item.StargateCrystalDust, Stargate-Crystal Dust
dreamcraft:item.SandDust, Quartz Sand
dreamcraft:item.ManyullynCrystal, Manyullyn Crystal
dreamcraft:item.RawPicoWafer, Raw Pico Wafer
dreamcraft:item.CobbleStoneRod, Cobblestone Rod
dreamcraft:item.FieryBloodDrop, Fiery Blood Drop
dreamcraft:item.CoinAdventureII, Coin "The Explorer 100"
dreamcraft:item.ArditePlate, Ardite Plate
dreamcraft:item.IronWandCap, Iron Wand Cap
dreamcraft:item.MoldBoots, Mold (Boots)
dreamcraft:item.EmeraldHighAdvancedCoreChip, Item Circuit Tier IV
dreamcraft:item.ChargedSojournerWandCap, Charged Sojourner Cap
dreamcraft:item.MoldFormIngot, Casting Form (Ingot Mold)
dreamcraft:item.CopperWandCap, Copper Wand Cap
dreamcraft:dreamcraft_SodiumPotassium_bucket, Bucket of Sodium Potassium (NaK)
dreamcraft:dreamcraft_NitricAcid_bucket, Bucket of Nitric Acid
dreamcraft:dreamcraft_EnrichedBacterialSludge_bucket, Bucket of radioactive Bacterial Sludge
dreamcraft:dreamcraft_FermentedBacterialSludge_bucket, Bucket of Fermented Bacterial Sludge
dreamcraft:dreamcraft_Concrete_bucket, Bucket of Concrete
dreamcraft:dreamcraft_Pollution_bucket, Bucket of Pollution
dreamcraft:item.OvenGlove:0, Cake Glove (Left hand)
dreamcraft:item.OvenGlove:1, Cake Glove (Right hand)
dreamcraft:item.WitherProtectionRing, Wither protection Ring
harvestcraft:cuttingboardItem, Разделочная доска
harvestcraft:potItem, Горшок
harvestcraft:skilletItem, Сковорода
harvestcraft:saucepanItem, Кастрюля
harvestcraft:bakewareItem, Форма для выпечки
harvestcraft:mortarandpestleItem, Ступка и пестик
harvestcraft:mixingbowlItem, Миска для смешивания
harvestcraft:juicerItem, Соковыжималка
harvestcraft:queenbeeItem, Пчелиная матка
harvestcraft:waxcombItem, Восковая сота
harvestcraft:honeycombItem, Медовая сота
harvestcraft:beeswaxItem, Пчелиный воск
harvestcraft:honeyItem, Мёд
harvestcraft:grubItem, Пчелиная личинка
harvestcraft:royaljellyItem, Маточное молочко
harvestcraft:saltItem, Соль
harvestcraft:waxItem, Воск
harvestcraft:wovencottonItem, Тканный хлопок
harvestcraft:hardenedleatherItem, Укреплённая кожа
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Укреплённый кожанный шлем
harvestcraft:hardenedleatherchestItem, Укреплённая кожанная кираса
harvestcraft:hardenedleatherleggingsItem, Укреплённые кожанные поножи
harvestcraft:hardenedleatherbootsItem, Укреплённые кожанные ботинки
harvestcraft:muttonrawItem, Сырая баранина
harvestcraft:muttoncookedItem, Приготовленная баранина
harvestcraft:calamarirawItem, Сырые кальмары
harvestcraft:calamaricookedItem, Приготовленные кальмары
harvestcraft:sunflowerseedsItem, Семена подсолнечника
harvestcraft:freshwaterItem, Свежая вода
harvestcraft:freshmilkItem, Свежее молоко
harvestcraft:blackberryItem, Ежевика
harvestcraft:blueberryItem, Черника
harvestcraft:candleberryItem, Свечная ягода
harvestcraft:raspberryItem, Малина
harvestcraft:strawberryItem, Клубника
harvestcraft:grapeItem, Виноград
harvestcraft:cactusfruitItem, Плод кактуса
harvestcraft:asparagusItem, Спаржа
harvestcraft:barleyItem, Ячмень
harvestcraft:oatsItem, Овёс
harvestcraft:ryeItem, Рожь
harvestcraft:cornItem, Кукуруза
harvestcraft:bambooshootItem, Бамбуковый побег
harvestcraft:cantaloupeItem, Канталупа
harvestcraft:cucumberItem, Огурец
harvestcraft:wintersquashItem, Зимняя тыква
harvestcraft:zucchiniItem, Цуккини
harvestcraft:beetItem, Свёкла
harvestcraft:onionItem, Луковица
harvestcraft:parsnipItem, Пастернак
harvestcraft:peanutItem, Арахис
harvestcraft:radishItem, Редис
harvestcraft:rutabagaItem, Брюква
harvestcraft:sweetpotatoItem, Сладкий картофель
harvestcraft:turnipItem, Репа
harvestcraft:rhubarbItem, Ревень
harvestcraft:celeryItem, Сельдерей
harvestcraft:garlicItem, Чеснок
harvestcraft:gingerItem, Имбирь
harvestcraft:spiceleafItem, Лист пряностей
harvestcraft:ediblerootItem, Съедобный корень
harvestcraft:tealeafItem, Чайный лист
harvestcraft:coffeebeanItem, Кофейные бобы
harvestcraft:mustardseedsItem, Семена горчицы
harvestcraft:broccoliItem, Брокколи
harvestcraft:cauliflowerItem, Цветная капуста
harvestcraft:leekItem, Лук-порей
harvestcraft:lettuceItem, Латук
harvestcraft:scallionItem, Лук-шалот
harvestcraft:artichokeItem, Артишок
harvestcraft:brusselsproutItem, Брюссельская капуста
harvestcraft:cabbageItem, Капуста
harvestcraft:spinachItem, Шпинат
harvestcraft:whitemushroomItem, Белый гриб
harvestcraft:beanItem, Бобы
harvestcraft:soybeanItem, Соевый боб
harvestcraft:bellpepperItem, Болгарский перец
harvestcraft:chilipepperItem, Перец чили
harvestcraft:eggplantItem, Баклажан
harvestcraft:okraItem, Окра
harvestcraft:peasItem, Горох
